blue_win,blueGold,blueMinionsKilled,blueJungleMinionsKilled,blueAvgLevel,redGold,redMinionsKilled,redJungleMinionsKilled,redAvgLevel,blueChampKills,blueHeraldKills,blueTowersDestroyed,redChampKills,redHeraldKills,redTowersDestroyed
1,31992,312,104,9.4,18725,236,62,7.4,17,3,0,3,0,5
1,27237,300,76,8.8,29902,324,79,9.2,14,1,2,18,0,1
0,24651,334,74,9.0,28594,288,70,9.6,12,1,0,19,1,0
0,24182,355,74,9.2,23140,318,63,8.6,8,1,0,8,0,0
0,23875,341,71,9.0,27929,302,70,9.2,6,1,1,11,2,0
1,28631,356,103,9.4,23433,348,67,8.6,10,3,0,6,0,2
1,28220,388,92,9.8,25411,346,79,9.0,13,1,1,10,1,0
1,31152,355,77,9.6,20777,241,78,8.0,14,2,0,6,1,4
1,24866,401,80,9.2,22044,349,108,8.6,8,3,0,3,0,0
0,24513,325,79,8.8,28638,310,100,9.6,3,1,2,15,2,3
1,30342,330,82,9.4,27861,317,67,8.8,18,1,1,18,2,2
1,30206,356,118,9.6,22739,290,76,9.0,13,3,0,5,0,3
1,30018,323,72,9.8,25433,323,108,9.2,20,1,0,7,1,1
1,29040,349,88,9.2,23910,288,62,8.8,18,2,0,10,1,0
0,22678,326,66,8.8,28119,377,84,9.4,4,0,1,16,3,0
1,28834,312,52,9.4,26222,319,68,9.2,20,3,0,13,0,1
1,26792,344,70,9.4,25475,359,69,9.2,12,1,0,12,1,0
0,24942,395,96,9.0,24874,328,92,9.4,8,1,0,10,1,0
1,25176,347,77,9.4,26001,326,95,9.0,10,0,1,10,2,1
1,28288,319,96,9.6,21652,287,79,8.8,15,2,0,5,0,1
0,26080,345,87,8.8,26574,335,77,9.2,7,1,0,14,2,1
0,24827,298,112,9.0,28285,382,80,9.8,9,1,1,15,1,0
0,25452,330,94,9.2,23705,353,80,8.8,10,2,0,6,1,0
1,29875,337,88,9.8,24580,331,71,8.8,18,1,0,9,1,1
1,29593,361,91,9.6,23197,312,75,8.4,20,3,0,5,0,1
1,27724,313,72,9.2,23240,318,82,9.0,13,3,1,6,0,3
1,25186,314,76,9.0,30853,378,84,9.6,11,1,3,14,1,0
0,22426,287,88,8.4,22760,336,100,8.6,4,2,1,3,1,1
0,25498,375,76,8.8,27367,366,72,9.0,7,1,0,12,2,1
0,25695,324,64,9.2,29524,366,76,9.8,13,0,2,17,3,0
1,24299,306,105,9.2,25224,326,92,9.2,9,1,1,8,2,0
0,24203,324,85,8.8,25019,333,83,9.4,8,1,1,10,1,0
0,25413,339,91,9.0,24899,362,80,9.2,7,1,1,7,2,1
1,28773,318,72,9.0,22581,264,90,8.4,16,2,0,8,1,3
0,23031,275,74,8.4,28552,322,93,9.0,9,0,1,17,3,0
0,23422,302,75,8.4,28623,353,88,9.2,5,1,1,15,2,1
0,24058,311,73,9.2,29254,330,113,9.6,11,0,1,15,3,0
0,28602,374,78,9.4,24307,315,65,9.0,15,2,0,10,1,1
0,21514,325,68,8.2,29336,334,84,9.4,5,2,2,16,1,0
1,25063,349,104,9.4,25633,345,55,8.8,6,2,1,11,1,0
1,25004,298,77,9.2,30834,351,113,9.8,12,2,2,15,1,0
0,23484,348,69,8.8,30346,379,116,9.4,8,1,2,14,2,0
0,26455,381,49,9.4,25308,350,87,9.2,9,2,0,10,1,1
0,24655,368,87,9.4,28435,359,73,9.8,8,1,1,14,2,0
1,26016,309,75,9.2,27448,354,77,9.2,14,0,1,14,3,0
0,23421,338,71,9.0,30534,381,71,9.8,7,1,2,17,3,0
0,26996,336,96,9.2,29421,330,80,9.4,11,1,2,16,2,1
1,28237,336,74,9.4,25361,320,72,9.0,13,2,0,11,1,2
1,29414,366,95,9.6,21391,328,82,8.6,12,3,0,4,0,3
1,28953,348,84,9.6,24224,336,100,9.0,15,1,0,6,2,1
0,23901,351,61,9.0,27349,413,102,9.6,8,0,0,9,1,0
1,24031,350,98,9.0,22558,351,92,9.2,7,3,0,4,0,0
0,31458,328,80,9.4,25821,319,68,8.8,20,1,0,11,0,2
1,29356,347,76,9.6,24576,305,76,9.0,16,1,0,11,1,2
0,23466,333,61,9.0,25852,328,82,9.4,7,1,1,8,1,0
0,25284,306,71,9.2,28949,388,95,9.2,14,0,2,11,2,0
1,25860,361,86,9.0,23964,378,75,9.4,7,3,0,6,0,1
0,23264,358,64,8.6,26090,383,82,9.4,7,0,1,10,1,0
0,22797,339,99,9.0,29625,373,91,9.8,6,2,1,15,1,0
1,25147,360,82,9.2,24374,332,71,8.8,7,2,0,9,1,1
1,26879,364,103,9.4,24891,331,92,8.8,10,1,0,9,1,1
0,18213,260,67,7.8,30039,457,112,10.2,0,0,6,6,2,0
1,23821,344,67,9.0,24352,335,80,9.4,8,0,0,8,2,0
0,23708,313,100,8.8,24973,354,68,9.2,6,2,0,11,1,1
1,24155,349,74,8.6,23011,258,54,8.2,8,2,0,10,0,0
0,25904,304,106,9.0,24449,285,56,9.0,14,2,0,11,0,0
1,30911,358,79,9.8,23026,313,83,8.6,18,1,0,7,1,2
0,21945,301,66,8.6,28109,352,108,9.6,3,0,1,11,1,0
1,30778,401,100,10.0,19800,318,84,8.4,15,3,0,1,0,3
0,29625,373,95,9.8,25199,322,78,9.2,15,2,1,9,0,3
1,24401,333,61,9.0,28851,314,88,9.8,9,1,1,19,2,0
1,32266,309,87,9.6,23996,271,84,9.2,23,2,0,10,1,3
1,28889,387,89,9.4,26343,310,96,9.2,12,0,0,10,3,2
0,28577,337,72,9.0,26342,323,73,8.8,13,3,0,12,0,2
1,28595,309,74,9.6,23661,333,83,8.4,20,2,1,4,1,0
0,25711,329,91,9.6,27760,370,87,9.4,10,0,1,12,1,0
1,33147,340,74,10.0,24539,291,83,8.8,22,2,0,10,1,4
0,23180,347,77,8.8,28585,363,70,9.0,6,2,3,11,1,0
1,26752,319,74,9.0,25790,336,92,9.4,11,2,0,12,0,2
0,25570,319,71,8.8,30993,341,92,9.8,12,0,1,21,3,0
1,23651,313,76,9.0,25026,338,70,9.2,7,2,0,11,1,0
1,25853,400,82,9.2,22893,391,84,9.0,6,1,0,2,0,1
1,29393,366,88,9.4,22963,299,92,8.6,16,3,0,6,0,2
0,25314,308,84,9.0,25436,359,102,9.2,6,2,0,9,1,2
1,28928,335,104,9.4,27002,353,88,9.8,14,1,0,14,1,2
1,26665,326,83,9.4,22951,278,76,8.4,12,1,0,7,2,0
1,23027,336,104,9.2,24840,373,79,9.2,6,2,1,7,0,0
0,26871,319,105,9.2,30727,352,91,9.6,9,2,2,19,1,1
1,28465,350,75,9.6,25113,300,84,9.2,19,2,0,9,1,0
0,25733,344,100,9.4,28508,318,72,9.8,6,2,1,17,1,2
0,23298,295,82,8.6,29275,393,95,9.6,8,1,3,11,1,1
1,28854,343,73,9.8,25795,311,76,8.8,16,1,1,8,2,2
0,25491,311,79,9.2,27824,338,72,9.2,12,2,1,10,1,1
0,25187,290,95,8.8,26575,340,72,9.2,8,2,0,16,1,1
0,23959,295,91,8.6,26265,336,92,9.2,7,2,1,12,1,0
1,25848,316,75,9.4,23502,314,64,8.6,12,3,0,10,0,0
0,26872,322,70,9.0,25792,354,113,9.4,13,2,0,7,1,1
0,24098,338,89,9.2,25518,296,62,9.2,7,1,1,11,2,1
1,26110,337,89,9.4,24584,352,86,9.2,8,2,0,8,1,1
0,23731,326,78,8.8,28606,349,61,9.4,10,1,1,17,2,0
1,29157,393,101,9.6,19693,307,68,8.0,11,1,0,1,0,2
1,29306,355,96,9.4,23077,298,86,8.6,13,1,1,5,1,2
1,31114,352,73,9.4,21828,265,82,8.2,16,2,0,8,1,4
1,28685,322,73,9.0,23619,270,73,9.0,13,2,0,11,1,0
1,26775,359,64,9.4,23459,300,80,9.0,11,0,0,9,2,1
1,29822,337,88,9.6,26695,321,67,8.8,18,2,0,12,0,3
0,24625,350,94,9.4,26432,344,88,9.6,10,0,0,12,1,0
0,25585,348,84,9.2,27640,380,72,9.6,10,1,2,12,1,0
1,24583,358,88,9.4,25102,344,83,9.2,9,2,0,8,0,0
1,26246,337,77,9.2,23947,341,64,9.0,12,2,0,9,0,0
0,23046,293,58,8.6,28712,349,92,9.4,9,0,2,15,3,0
1,27789,313,84,9.2,25638,333,57,9.2,18,1,1,11,1,0
1,28017,313,76,9.2,21991,297,89,8.4,14,2,0,5,1,1
0,23281,293,80,9.2,27356,359,108,9.8,7,0,1,11,3,0
1,26381,368,96,9.6,23889,374,56,9.2,11,2,1,6,0,0
1,27083,311,84,9.4,26853,347,92,9.2,13,2,1,11,0,0
1,23999,293,68,9.2,25703,340,80,9.2,11,1,0,11,2,0
1,24964,336,79,9.0,24054,336,98,9.2,8,1,0,6,2,1
0,27440,352,68,8.8,26630,334,90,9.2,15,1,0,11,2,0
1,30042,363,71,9.6,25976,357,92,9.2,15,1,0,11,1,2
0,24257,331,76,9.0,31851,360,96,9.8,8,0,2,19,3,0
1,28496,342,79,9.6,21636,329,82,8.8,15,2,0,5,1,2
1,29050,300,92,9.6,22684,271,73,8.6,17,2,1,7,1,1
1,23096,307,67,9.0,24747,310,88,9.0,8,2,0,10,0,0
0,22100,333,83,8.8,26851,373,104,9.8,5,1,1,8,2,0
1,27172,347,88,9.4,24010,325,91,9.0,15,2,0,6,1,0
1,28868,357,88,9.4,23836,308,92,9.0,13,1,1,7,2,2
1,24249,370,104,9.2,25755,356,100,9.8,5,0,0,8,2,0
0,27786,338,100,9.6,28467,364,104,9.6,11,1,1,13,2,1
0,23703,353,99,9.2,25373,366,80,9.2,5,1,0,8,2,0
0,22926,319,87,9.2,29057,357,95,10.0,7,0,1,14,2,0
1,26662,354,92,9.4,23549,341,78,9.4,12,2,0,7,0,0
1,26147,380,91,9.6,22776,370,84,9.0,7,3,0,4,0,2
0,23231,371,85,9.0,27556,380,81,9.8,4,1,1,13,1,1
0,22333,341,82,8.8,30683,367,101,9.8,3,0,1,20,3,0
1,27444,347,101,9.6,25273,331,90,9.6,11,3,0,9,0,1
0,26867,295,96,9.4,29468,360,92,9.6,14,1,0,18,0,0
0,22912,299,67,8.6,28643,333,80,9.0,7,1,3,13,2,0
1,26067,302,63,8.6,24886,330,92,8.4,11,2,1,8,1,2
1,29754,379,109,9.8,21954,282,74,8.6,11,3,0,5,0,3
1,31471,326,71,9.4,26747,290,84,9.4,21,3,0,15,0,0
1,24198,345,95,9.2,24292,359,88,9.0,9,2,0,5,0,0
1,27150,304,86,9.6,29537,335,78,9.6,17,1,2,16,2,0
1,26983,310,83,9.2,25336,329,80,8.8,12,3,1,8,0,0
1,31714,363,85,9.6,24864,283,72,9.0,21,2,0,12,1,2
1,29432,356,76,10.0,22405,337,72,9.0,17,3,0,5,0,1
1,29922,334,84,9.4,26555,339,72,9.2,17,2,0,12,0,2
1,29093,301,97,9.2,25486,282,82,9.0,17,2,0,10,1,1
1,26551,351,63,9.0,27294,322,109,9.4,13,0,0,12,3,0
1,26646,324,82,9.0,25614,356,72,8.8,12,3,0,10,0,1
0,22297,324,75,8.8,27342,355,95,9.4,6,1,1,13,2,0
0,23343,355,76,9.0,25902,368,87,9.6,6,0,0,9,3,0
1,25357,369,61,9.2,26525,355,82,9.4,9,2,0,13,0,0
1,28566,350,92,9.8,25188,323,65,9.0,16,2,0,11,1,0
0,21369,325,64,8.4,30389,344,88,9.6,3,0,2,14,3,0
0,22901,319,84,8.4,28535,351,90,9.6,4,0,3,11,3,0
1,31425,351,89,9.8,24764,245,53,7.6,19,1,0,16,0,2
0,25288,303,80,9.4,28216,373,88,9.2,12,1,1,11,2,0
0,25270,340,90,9.2,30086,383,88,9.4,10,0,3,14,3,0
1,25094,321,67,8.8,25710,333,65,8.8,12,1,0,12,1,0
1,28171,306,79,9.0,21376,259,65,8.4,16,3,0,7,0,2
0,23923,321,76,8.6,28575,366,90,9.4,7,1,1,13,2,0
1,29385,355,85,9.4,26753,320,78,9.6,17,2,0,14,1,2
1,26452,331,82,9.2,26925,385,82,9.2,13,3,0,11,0,0
0,26560,310,62,9.0,27118,343,90,9.4,14,1,1,11,1,1
1,27822,369,76,9.2,29952,307,83,9.4,13,1,0,23,0,1
1,25696,350,109,9.6,22884,350,116,9.4,9,1,0,3,2,0
0,21639,294,71,8.8,30967,377,118,9.8,5,0,3,14,2,0
0,24973,308,69,8.6,30386,328,68,9.6,9,1,2,19,2,0
1,25624,366,79,9.0,25855,282,74,8.6,11,2,0,15,1,0
0,26344,278,77,8.8,27236,363,86,9.0,10,1,2,9,2,1
0,26428,279,52,8.2,29365,312,65,9.4,13,2,0,22,0,1
1,27309,342,81,9.0,25119,356,86,9.2,12,1,0,10,1,1
0,25450,314,74,9.0,27671,316,69,9.8,13,1,0,17,2,0
0,22781,258,79,8.6,30804,373,76,10.0,11,1,1,20,2,0
1,31071,344,77,10.0,23861,340,77,9.0,20,2,1,5,1,2
0,20662,274,69,7.8,31849,348,80,9.6,3,0,4,20,3,0
0,23075,331,62,8.8,24193,338,98,9.0,7,0,0,6,1,0
0,25917,365,77,9.4,24318,314,76,9.2,9,2,1,6,1,1
1,28416,359,103,9.6,22655,317,87,8.6,10,1,1,3,1,3
0,25490,326,71,9.2,24054,350,91,9.6,10,1,0,5,1,1
0,23730,317,73,8.8,26303,333,84,9.4,8,0,0,15,1,0
0,22344,325,65,9.0,27182,340,71,9.2,7,0,2,11,3,0
1,32532,305,79,9.6,29477,314,80,9.6,23,2,0,20,0,3
0,20427,309,56,8.4,25215,283,93,8.8,3,0,1,11,2,0
1,27235,350,104,9.4,20386,279,67,8.0,9,3,0,4,0,3
1,27185,379,100,10.0,21527,343,78,8.6,13,3,0,2,0,0
1,23722,349,89,9.0,23746,344,77,9.0,5,1,1,6,1,1
0,22832,340,79,9.2,26276,328,96,9.4,5,0,0,11,1,0
0,22204,325,71,8.8,27372,364,96,9.6,6,2,2,10,1,0
1,28593,356,88,9.6,24330,302,64,9.2,14,3,0,11,0,2
0,24036,295,84,9.0,29798,351,84,9.4,8,0,3,14,3,0
0,25203,313,53,9.0,24806,320,74,9.4,12,1,0,12,1,0
0,20487,260,48,7.6,31374,350,112,9.4,5,1,6,12,2,0
1,25709,320,100,9.4,23384,330,80,9.0,14,2,0,7,0,0
0,26609,344,90,9.0,26851,341,74,9.0,13,0,1,12,2,0
0,22668,302,68,8.8,25993,349,80,9.2,6,1,0,12,1,0
0,22961,347,74,9.2,25238,378,109,9.4,5,0,0,7,2,0
0,24594,341,84,9.0,25202,336,80,9.2,7,2,0,9,1,1
1,30128,345,81,9.4,23033,313,88,8.8,19,2,1,4,1,2
1,26437,382,88,9.6,25187,348,112,9.6,9,0,0,7,2,0
0,23390,305,104,9.2,25854,333,108,9.4,7,1,0,10,1,0
1,25372,381,82,9.6,24465,330,84,9.0,9,0,0,8,2,0
1,32074,330,80,9.2,23851,257,67,8.2,22,2,0,11,1,3
1,25299,326,100,9.6,25323,349,96,9.6,10,0,0,7,3,0
0,23258,342,76,8.6,27443,341,92,9.2,5,0,2,12,3,0
1,30996,338,81,9.2,26446,285,73,8.6,20,2,2,12,1,1
1,28724,339,80,9.8,25655,268,69,9.0,14,1,0,14,2,1
0,20815,278,67,8.8,30841,404,87,10.0,4,1,2,18,1,0
1,30199,314,107,9.6,21739,290,75,8.6,18,3,0,6,0,3
0,25089,293,84,9.0,29516,324,84,9.6,11,1,2,15,1,0
0,23757,345,80,8.8,22678,330,87,8.6,7,2,0,5,0,0
0,28160,341,57,9.2,22982,279,114,8.8,12,0,0,7,3,2
0,24860,314,63,9.2,27629,290,87,9.8,11,0,1,14,2,0
1,26494,311,82,9.4,26341,358,70,9.0,16,3,0,12,0,0
1,27094,339,88,8.8,30189,290,96,9.8,12,1,1,21,2,1
1,26801,362,92,9.4,23717,350,107,9.4,12,1,0,4,2,1
0,22944,334,84,8.8,29761,405,108,10.0,6,0,1,14,3,0
0,25387,402,90,9.4,24757,376,92,9.4,6,1,1,6,1,1
1,25404,329,94,9.2,23218,319,87,9.0,12,3,0,8,0,0
1,29692,371,80,10.2,25105,321,71,9.0,19,2,0,10,1,1
1,25363,333,92,9.0,23990,334,92,9.4,11,2,0,6,1,0
1,27649,350,108,9.6,22094,322,90,8.6,13,3,0,4,0,1
1,27266,389,108,9.8,23320,339,99,9.2,9,2,0,5,0,1
1,28603,387,104,9.6,20566,346,76,9.0,11,2,0,1,1,2
0,24198,339,78,9.2,26129,365,87,9.6,9,0,0,12,2,0
1,28317,389,100,9.6,24925,330,76,9.0,10,2,0,11,0,2
0,30079,351,89,9.6,23665,324,76,8.8,17,2,0,8,1,1
1,26383,313,80,9.2,27931,306,98,9.2,14,1,2,11,2,1
0,23617,291,79,8.6,27184,336,73,9.4,9,0,1,14,2,0
0,27088,288,72,8.6,30213,313,64,9.0,14,1,3,18,1,0
1,29690,379,73,9.6,23734,299,64,9.0,14,2,0,11,1,2
1,26781,368,67,9.4,24464,359,76,9.4,11,2,0,8,0,1
0,21872,268,72,8.4,28126,361,97,9.6,8,1,1,12,0,0
1,29986,331,61,9.8,22305,312,87,8.8,21,1,0,7,2,1
1,26128,363,103,9.4,22632,341,80,8.8,9,2,0,4,1,1
0,25730,293,68,9.0,25786,330,92,9.2,13,2,0,12,1,1
0,26439,371,82,9.6,26104,377,76,9.2,13,2,1,7,1,0
0,22687,349,91,8.6,26104,355,83,9.0,4,2,0,10,1,0
1,27071,332,102,10.0,22457,302,68,9.0,13,1,1,5,2,1
0,24171,324,98,9.2,27928,360,92,9.6,4,2,3,8,1,1
1,29108,346,68,9.8,22805,330,96,9.0,14,1,0,4,1,2
1,27266,338,105,9.2,26270,346,68,9.0,14,3,1,9,0,0
1,26457,353,96,9.6,26122,330,76,9.0,11,2,0,11,1,0
1,26269,317,81,9.0,27436,342,80,9.4,13,1,1,12,1,1
0,27593,319,92,9.2,27270,315,68,9.4,13,1,0,19,2,1
0,22248,270,72,8.6,26572,315,93,8.8,8,2,0,15,1,0
0,25871,289,80,9.0,25718,284,73,9.0,13,1,1,11,2,0
0,25550,317,82,9.6,28576,356,102,9.4,11,2,2,13,0,0
1,26809,375,79,9.6,21323,300,78,8.6,10,3,0,3,0,2
0,24028,306,81,8.8,31556,361,104,9.8,10,1,3,19,1,0
1,27673,383,99,9.6,24525,322,83,8.8,13,3,0,10,0,1
1,26331,320,58,9.2,28039,321,84,9.2,14,1,0,16,1,0
0,26785,342,90,9.2,23711,365,74,8.8,10,2,0,7,1,1
0,27028,322,73,9.4,24903,322,98,9.0,13,1,0,10,2,1
1,26088,299,108,9.0,25003,295,58,8.6,11,2,1,13,0,1
0,27346,291,52,9.2,28786,317,60,9.6,20,1,1,15,0,0
0,26599,288,60,9.0,27076,311,82,8.8,14,1,1,14,1,1
0,21936,235,72,8.2,28349,368,88,9.6,10,0,2,12,2,0
1,28571,330,98,9.6,28058,312,96,9.2,15,2,0,15,1,0
0,23025,298,71,9.0,25869,393,100,9.8,9,0,0,7,3,0
0,22813,260,78,9.0,30105,314,78,9.6,8,1,3,18,2,0
1,23557,389,77,9.4,24923,367,100,9.6,4,2,0,8,1,0
1,26223,353,108,9.6,24882,360,88,9.4,11,2,0,7,1,0
0,25631,266,86,8.6,29904,284,99,9.6,16,0,3,18,3,0
1,28314,361,111,9.8,23768,347,68,9.2,14,2,0,4,1,1
1,24684,357,73,9.0,23164,357,90,9.0,9,1,0,5,1,0
0,25466,311,82,8.8,28999,310,95,9.4,10,2,1,16,1,1
1,27961,343,90,9.2,21309,320,87,8.8,13,3,0,3,0,2
1,24748,352,77,9.0,26961,320,90,9.4,9,1,0,12,0,0
1,31559,337,96,10.0,22901,322,56,8.6,19,2,0,7,0,2
1,24053,373,93,8.8,25369,346,92,9.2,4,1,3,4,1,1
1,30004,348,76,9.6,22130,272,68,8.6,14,1,0,7,0,3
0,29934,327,76,9.4,28195,262,72,9.0,18,1,0,18,2,1
1,31135,328,75,9.4,25813,271,101,9.2,17,2,0,13,1,2
0,26644,307,74,9.2,30681,377,84,9.6,14,1,1,20,2,0
1,25584,367,98,9.4,20796,298,66,8.8,8,2,0,4,1,1
1,24860,311,101,9.0,26036,329,68,9.4,6,1,1,13,2,1
1,33158,329,103,9.6,22876,344,71,8.8,26,1,0,7,2,3
1,28730,336,68,9.2,25728,343,74,8.8,16,2,0,13,1,2
0,22873,315,81,8.6,30761,306,98,9.4,8,0,2,22,3,0
0,26233,377,56,8.8,28324,350,83,9.8,13,2,0,15,1,0
1,23139,335,89,8.8,26068,375,91,9.4,5,3,0,9,0,0
1,29510,314,94,9.6,25100,320,54,8.2,17,1,1,8,2,0
1,25950,324,92,9.0,24525,365,92,8.8,11,1,1,4,2,1
1,24605,311,81,9.2,24325,372,73,9.0,10,3,1,5,0,1
1,28821,358,93,9.2,19286,282,73,8.0,11,3,0,2,0,3
1,26752,342,87,9.2,24963,382,78,9.4,11,2,1,7,1,1
1,26074,305,64,8.6,26454,292,71,9.0,13,0,1,14,2,0
1,26786,309,71,9.2,25508,343,79,8.8,14,1,1,9,2,1
1,26524,342,108,9.2,24703,345,76,9.0,8,1,0,9,2,2
1,23996,321,76,9.0,29697,331,105,10.0,8,0,2,13,2,1
1,24566,334,88,9.4,26019,338,72,9.0,9,1,1,9,2,0
0,30736,374,88,9.8,26491,317,76,9.2,17,1,0,12,0,2
0,23718,316,108,9.2,25408,338,76,9.2,6,0,1,7,1,0
0,23011,288,76,8.8,25819,331,91,9.2,8,0,1,10,2,0
0,28486,337,82,9.4,26127,304,104,9.4,11,1,0,12,2,2
1,24909,370,91,9.4,25452,339,80,9.2,7,1,0,11,1,1
1,29690,310,49,8.8,26184,325,74,8.8,20,1,1,9,1,2
1,26382,345,84,9.0,26996,338,100,9.6,13,2,1,11,1,0
1,31105,358,72,9.4,26320,311,89,9.0,20,1,0,13,0,2
0,25738,341,73,9.2,27286,352,107,9.6,11,1,0,13,2,1
1,29557,334,99,9.4,24975,355,92,9.0,14,2,1,6,1,2
0,20572,288,70,8.4,28617,320,87,9.4,3,1,0,20,2,0
1,27459,348,108,9.8,23182,336,78,8.8,13,3,0,6,0,0
1,30594,314,102,9.4,23414,322,44,8.4,18,3,2,5,0,1
0,27841,313,97,9.4,26038,318,84,9.0,15,1,0,12,1,1
1,28875,335,68,9.6,26198,363,61,9.0,19,1,0,13,0,0
1,28836,305,75,9.0,28308,248,62,9.0,16,2,0,19,1,0
1,27555,337,72,9.4,25962,353,85,9.2,15,3,1,10,0,1
1,26730,299,71,9.4,23612,321,98,9.2,14,3,0,9,0,2
0,23667,310,69,8.4,31951,345,127,9.6,8,1,3,17,2,0
1,29093,370,88,10.0,23188,349,88,8.8,16,2,0,6,1,1
0,24058,289,60,8.4,27896,300,115,9.6,11,1,1,13,2,0
1,25368,340,68,9.0,28342,354,80,9.4,8,1,1,17,1,0
1,29496,316,112,9.4,25175,300,83,9.2,16,1,0,13,1,2
0,20554,307,78,8.4,26465,308,80,9.4,1,1,0,15,1,0
0,23252,315,76,8.2,27423,328,74,9.4,7,0,0,16,3,0
1,29388,368,77,9.4,21421,286,89,8.6,17,3,0,4,0,2
1,26064,345,70,9.4,22508,312,89,9.0,11,2,1,3,0,1
0,23262,331,60,9.0,25840,346,92,9.4,6,1,0,11,2,0
1,25434,353,83,9.2,24459,325,72,9.0,11,2,1,7,1,0
0,24587,308,53,9.0,29379,347,104,9.8,11,1,1,17,0,0
1,27286,366,78,9.2,28137,316,76,9.2,11,0,2,13,1,1
1,29116,338,72,9.0,22193,301,82,8.6,12,1,0,5,2,4
0,22592,290,46,8.2,29940,284,120,9.6,9,0,2,18,3,0
0,26501,363,72,9.4,24485,378,76,9.0,12,3,0,7,0,1
0,21033,311,66,8.8,27892,372,114,9.8,4,1,1,14,2,0
1,34619,369,87,9.6,23365,226,52,8.2,19,2,0,10,0,6
1,26668,273,79,9.2,26459,306,79,8.6,15,2,1,12,0,1
1,26091,355,100,9.2,26186,286,79,9.0,11,1,1,11,2,0
0,21255,286,72,8.4,28912,357,87,9.4,6,1,2,16,2,0
1,30131,355,76,9.6,24629,327,100,9.4,17,2,0,8,0,1
0,27029,366,90,9.2,24866,363,80,9.2,7,1,0,10,1,1
1,23842,374,75,9.4,24320,352,84,9.2,5,1,0,7,1,0
0,25693,301,91,8.8,27911,342,80,9.4,10,2,2,12,1,1
0,23985,318,60,8.8,25369,335,80,9.0,10,1,1,9,1,0
1,31049,316,76,9.2,27425,369,63,9.2,19,1,0,13,2,2
0,21555,303,76,8.4,27284,335,84,8.8,6,0,2,12,2,0
1,25488,310,70,9.0,26041,321,112,9.6,13,0,0,11,2,0
1,26822,322,76,9.0,25459,319,102,9.2,14,2,0,11,1,0
0,23036,363,76,8.8,27315,379,105,9.8,4,1,0,12,1,0
0,23368,370,75,8.8,28700,370,89,9.2,3,1,2,12,1,1
0,24503,358,87,9.2,23791,367,92,9.4,4,1,0,7,2,2
0,25515,287,77,8.6,29901,342,90,9.4,11,2,1,19,1,1
0,26184,283,76,9.0,34682,306,71,9.8,13,0,2,25,3,0
1,27072,364,90,9.2,25408,346,75,9.2,9,2,0,9,1,3
1,25073,388,97,9.4,26085,372,101,9.6,6,1,1,6,1,0
1,31202,342,129,9.8,22145,359,80,8.6,14,3,0,5,0,2
1,26454,330,97,9.0,23878,314,78,8.8,9,1,0,8,2,1
0,25644,351,63,8.6,25917,305,80,9.2,7,2,0,14,1,1
1,31046,303,106,10.0,21780,268,63,9.0,18,2,0,9,1,2
1,26245,355,107,9.6,22494,339,70,9.0,11,2,0,5,1,1
1,25464,343,83,9.4,23327,326,83,9.0,8,2,0,7,1,1
1,26758,360,68,9.4,21312,346,103,9.0,10,2,0,2,1,2
0,26130,372,73,9.2,25114,368,65,9.4,11,1,0,10,1,0
0,28205,289,60,8.6,27623,317,100,9.6,14,1,0,15,2,2
0,24871,227,73,8.0,29482,274,83,9.2,12,1,0,24,2,0
1,25903,295,72,9.0,28140,301,88,9.4,12,2,1,17,1,0
1,26274,341,95,9.4,23001,327,76,8.8,12,2,0,6,1,0
1,28675,340,85,9.4,25860,330,91,9.2,15,3,0,12,1,2
0,25975,342,74,9.4,27620,322,105,9.6,12,0,1,12,3,0
0,30396,320,81,9.8,27805,357,83,9.6,18,1,0,11,1,2
0,23890,288,85,8.4,28374,338,77,9.2,9,1,2,13,1,0
1,28813,323,60,9.2,24855,281,88,8.4,21,1,0,12,0,0
1,30622,361,80,9.6,24663,277,63,9.0,18,2,0,8,0,3
0,21715,294,82,8.6,28111,343,85,9.8,3,1,1,14,1,0
1,25465,311,83,9.0,26640,361,88,9.2,12,2,1,9,1,1
0,25109,313,135,9.4,28377,314,81,9.4,7,2,2,18,0,0
0,23434,392,88,9.0,23564,349,67,9.0,4,2,1,5,0,0
0,21827,258,72,8.0,31405,370,84,9.6,6,0,5,14,3,0
1,29511,357,132,10.2,22090,296,76,9.0,17,1,1,2,2,2
0,22417,313,59,8.2,31981,322,107,10.0,7,0,3,21,3,0
1,24889,325,72,9.4,27465,357,103,9.6,9,0,1,10,2,0
1,27463,376,87,9.6,24557,332,88,9.0,14,2,0,8,1,0
1,27933,392,96,9.8,23019,332,91,9.0,11,1,0,5,1,1
0,22007,317,96,8.6,28135,399,84,10.2,4,0,1,13,2,0
1,31683,361,106,9.8,20932,236,48,8.0,19,2,0,6,0,4
0,22393,360,86,9.2,26770,389,113,9.4,4,0,1,7,3,0
1,24155,289,80,9.0,25167,296,95,9.0,10,1,2,7,1,0
0,23119,260,92,8.6,29106,342,100,9.2,7,0,2,15,3,0
0,23091,314,64,8.6,26485,367,72,9.6,8,0,2,9,1,0
0,26569,320,67,9.0,26788,341,72,9.4,13,0,0,16,1,0
0,22970,266,80,8.4,28541,324,80,9.4,9,0,1,17,1,0
0,21914,347,80,9.0,26110,389,87,9.4,3,0,1,8,3,0
